x,y,Slope12,DEM12,rainfall_intensity,Aspect_nakhon,raster_ndvi,distance_road,distance_drainage,distance_fault,Curvature_nakhon,NDWI_combine,nakhon_geology,S/N
595766.8125,1017477.25,0,-12,1291.21228,149.0362396,0.338142812,485.6225281,971.2450562,5494.191895,-0.211803362,-0.320989013,38,-1
595109.125,1017537,2.290610075,-15,1292.631836,263.6598206,0.395614743,485.6225281,0,4807.417969,0,-0.361044466,38,-1
594989.5625,1017925.625,2.429397106,-18,1293.381714,296.5650635,0.353723198,485.6225281,0,4477.218262,-0.211803362,-0.322893709,38,-1
594092.75,1018224.625,2.429397106,-21,1295.212524,35.53767776,0.215344056,485.6225281,485.6225281,3433.869873,0,-0.206188828,38,-1
592388.75,1018254.5,4.573921204,-18,1296.487183,105.2551193,0.342011034,1456.867554,0,2615.157227,0.211803362,-0.307102114,109,-1
591760.9375,1017985.438,0,-21,1296.557861,180,0.154431373,1750.93689,485.6225281,2913.735107,-0.423606724,-0.196591094,109,-1
591043.4375,1017955.563,0,-15,1296.690918,8.130102158,0.26997605,1373.547974,971.2450562,2913.735107,0,-0.293710977,109,-1
590146.625,1017955.563,0.810230672,-23,1296.601929,180,0.176140025,971.2450562,485.6225281,3071.346436,-0.211803362,-0.195430681,109,-1
589070.4375,1018164.813,2.918994904,-19,1305.581543,14.03624344,0.372199237,971.2450562,485.6225281,3109.501465,0,-0.344871342,109,-1
588024.125,1018194.688,2.918994904,-7,1304.221558,354.8055725,0.328275859,485.6225281,1085.88501,3792.833252,-0.105901681,-0.323471963,29,-1
582732.75,1017865.875,12.20686531,166,1284.157715,254.0546112,0.365667671,3109.501465,485.6225281,0,-1.164918542,-0.35618481,104,-1
583749.1875,1018015.313,4.916665554,17,1288.971069,171.8699036,0.30819869,2428.112549,971.2450562,485.6225281,-0.423606724,-0.305902988,29,-1
584436.75,1017895.75,4.850090027,1,1291.212402,218.6598053,0.348074138,2060.321777,485.6225281,971.2450562,-0.741311789,-0.331393838,29,-1
584944.9375,1017806.063,3.237688065,15,1293.322266,156.8014069,0.379472464,1750.93689,0,1456.867554,0.317705035,-0.361214399,29,-1
